product_id,product_name,category,sub_category,brand,unit_cost,selling_price,supplier_name,launch_date,product_status
236,Apple Kitchen Appliances Model-0236,Home Appliances,Kitchen Appliances,Apple,11162.15,16682.99,Supplier-012,2025-03-08,Active
237,Lenovo Sportswear Model-0237,Sports,Sportswear,Lenovo,13323.44,17431.72,Supplier-004,2024-08-31,Active
238,LG Women Clothing Model-0238,Fashion,Women Clothing,LG,41568.16,54878.07,Supplier-029,2021-02-02,Active
239,Apple Men Clothing Model-0239,Fashion,Men Clothing,Apple,1511.24,2561.84,Supplier-046,2024-01-14,Active
240,Nike Men Clothing Model-0240,Fashion,Men Clothing,Nike,11182.45,14499.05,Supplier-046,2024-01-29,Active
241,Sony Fragrances Model-0241,Beauty,Fragrances,Sony,30215.51,34918.52,Supplier-033,2020-06-21,Active
242,Puma Refrigerators Model-0242,Home Appliances,Refrigerators,Puma,10446.7,14079.1,Supplier-032,2024-01-01,Active
243,HP Household Essentials Model-0243,Grocery,Household Essentials,HP,13731.94,19599.65,Supplier-026,2025-03-01,Active
244,Dell Accessories Model-0244,Fashion,Accessories,Dell,21161.55,28864.17,Supplier-029,2022-11-12,Discontinued
245,Sony Fitness Equipment Model-0245,Sports,Fitness Equipment,Sony,15205.54,22158.81,Supplier-026,2023-02-14,Active
246,Nike Washing Machines Model-0246,Home Appliances,Washing Machines,Nike,38959.86,47257.72,Supplier-028,2022-11-13,Active
247,Whirlpool Washing Machines Model-0247,Home Appliances,Washing Machines,Whirlpool,34011.72,54589.55,Supplier-019,2021-06-29,Active
248,NEXUS Skincare Model-0248,Beauty,Skincare,NEXUS,914.48,1372.21,Supplier-013,2023-07-15,Active
249,Adidas Smartphones Model-0249,Electronics,Smartphones,Adidas,42155.11,49328.62,Supplier-040,2022-02-25,Active
250,Puma Headphones Model-0250,Electronics,Headphones,Puma,29104.69,38589.27,Supplier-043,2020-12-16,Active
251,Puma Air Conditioners Model-0251,Home Appliances,Air Conditioners,Puma,17735.92,27200.0,Supplier-037,2020-05-15,Active
252,Apple Haircare Model-0252,Beauty,Haircare,Apple,12851.25,14289.54,Supplier-004,2025-08-01,Active
253,NEXUS Packaged Food Model-0253,Grocery,Packaged Food,NEXUS,32927.95,58300.25,Supplier-021,2023-01-20,Active
254,Sony Men Clothing Model-0254,Fashion,Men Clothing,Sony,45546.66,81254.36,Supplier-003,2021-05-30,Active
255,LG Packaged Food Model-0255,Grocery,Packaged Food,LG,48435.97,58340.7,Supplier-003,2023-09-24,Active
256,Apple Laptops Model-0256,Electronics,Laptops,Apple,5071.52,8390.62,Supplier-045,2021-01-31,Active
257,HP Packaged Food Model-0257,Grocery,Packaged Food,HP,30749.37,53480.09,Supplier-024,2021-12-09,Active
258,Lenovo Accessories Model-0258,Electronics,Accessories,Lenovo,22027.27,30912.25,Supplier-022,2023-08-14,Active
259,Apple Air Conditioners Model-0259,Home Appliances,Air Conditioners,Apple,2398.88,3555.42,Supplier-007,2025-04-10,Active
260,Philips Washing Machines Model-0260,Home Appliances,Washing Machines,Philips,2307.07,2939.69,Supplier-045,2023-12-25,Active
261,Samsung Air Conditioners Model-0261,Home Appliances,Air Conditioners,Samsung,43833.08,56424.61,Supplier-045,2021-05-11,Active
262,Dell Refrigerators Model-0262,Home Appliances,Refrigerators,Dell,20979.16,24152.91,Supplier-035,2021-05-09,Active
263,Prestige Headphones Model-0263,Electronics,Headphones,Prestige,49294.93,73307.77,Supplier-012,2024-04-02,Active
264,Boat Haircare Model-0264,Beauty,Haircare,Boat,822.72,975.32,Supplier-014,2022-11-20,Active
265,Adidas Microwaves Model-0265,Home Appliances,Microwaves,Adidas,31390.61,47688.35,Supplier-030,2022-07-05,Active
266,LG Fitness Equipment Model-0266,Sports,Fitness Equipment,LG,5949.66,9890.24,Supplier-050,2020-11-01,Discontinued
267,Sony Microwaves Model-0267,Home Appliances,Microwaves,Sony,12831.84,20100.53,Supplier-025,2024-05-09,Active
268,Sony Snacks Model-0268,Grocery,Snacks,Sony,46111.77,76721.52,Supplier-012,2020-11-16,Active
269,Whirlpool Packaged Food Model-0269,Grocery,Packaged Food,Whirlpool,12967.68,21191.04,Supplier-001,2020-11-10,Active
270,Lenovo Accessories Model-0270,Fashion,Accessories,Lenovo,5731.26,6830.43,Supplier-022,2023-02-01,Active
271,Prestige Footwear Model-0271,Fashion,Footwear,Prestige,22642.32,28391.33,Supplier-013,2024-10-09,Active
272,Nike Smart Watches Model-0272,Electronics,Smart Watches,Nike,25834.42,45080.96,Supplier-044,2022-02-12,Active
273,Puma Washing Machines Model-0273,Home Appliances,Washing Machines,Puma,45434.3,58733.95,Supplier-029,2023-12-05,Active
274,Boat Smartphones Model-0274,Electronics,Smartphones,Boat,33193.26,45493.53,Supplier-035,2021-08-04,Active
275,Philips Footwear Model-0275,Fashion,Footwear,Philips,36923.63,53701.2,Supplier-036,2024-03-18,Active
276,Apple Microwaves Model-0276,Home Appliances,Microwaves,Apple,26106.94,39861.23,Supplier-022,2020-01-19,Active
277,Lenovo Refrigerators Model-0277,Home Appliances,Refrigerators,Lenovo,36908.4,42196.84,Supplier-009,2022-10-21,Discontinued
278,Adidas Outdoor Model-0278,Sports,Outdoor,Adidas,19379.67,32103.08,Supplier-025,2024-10-11,Active
279,Prestige Refrigerators Model-0279,Home Appliances,Refrigerators,Prestige,46134.2,75174.09,Supplier-048,2024-07-14,Active
280,Puma Outdoor Model-0280,Sports,Outdoor,Puma,12427.37,18409.59,Supplier-030,2023-09-30,Active
281,Dell Smartphones Model-0281,Electronics,Smartphones,Dell,4064.52,4708.56,Supplier-013,2024-01-08,Active
282,Prestige Sportswear Model-0282,Sports,Sportswear,Prestige,30938.03,46376.87,Supplier-011,2024-12-27,Discontinued
283,Prestige Beverages Model-0283,Grocery,Beverages,Prestige,39765.3,68428.94,Supplier-008,2023-12-09,Active
284,NEXUS Accessories Model-0284,Fashion,Accessories,NEXUS,14764.34,18056.17,Supplier-043,2025-03-18,Active
285,Prestige Fragrances Model-0285,Beauty,Fragrances,Prestige,1030.35,1335.75,Supplier-006,2022-04-22,Active
286,HP Haircare Model-0286,Beauty,Haircare,HP,42347.96,70118.16,Supplier-018,2023-03-09,Active
287,Apple Microwaves Model-0287,Home Appliances,Microwaves,Apple,2316.22,3433.59,Supplier-020,2022-05-31,Active
288,Apple Kitchen Appliances Model-0288,Home Appliances,Kitchen Appliances,Apple,11223.27,18856.85,Supplier-040,2024-05-13,Active
289,Whirlpool Sportswear Model-0289,Sports,Sportswear,Whirlpool,21171.56,31332.93,Supplier-010,2022-07-31,Active
290,HP Beverages Model-0290,Grocery,Beverages,HP,14854.0,25930.02,Supplier-048,2025-08-19,Active
291,Adidas Makeup Model-0291,Beauty,Makeup,Adidas,39536.84,65760.73,Supplier-027,2020-03-01,Active
292,Dell Fitness Equipment Model-0292,Sports,Fitness Equipment,Dell,31823.01,55597.58,Supplier-027,2025-08-27,Active
293,HP Makeup Model-0293,Beauty,Makeup,HP,9230.38,14013.61,Supplier-039,2023-06-26,Active
294,HP Laptops Model-0294,Electronics,Laptops,HP,32073.08,41899.87,Supplier-019,2025-10-29,Active
295,Boat Air Conditioners Model-0295,Home Appliances,Air Conditioners,Boat,6334.28,10218.51,Supplier-023,2020-11-26,Discontinued
296,Lenovo Accessories Model-0296,Electronics,Accessories,Lenovo,29409.01,34627.87,Supplier-047,2022-07-20,Active
297,Boat Accessories Model-0297,Fashion,Accessories,Boat,8123.36,9484.23,Supplier-035,2025-08-20,Discontinued
298,Lenovo Men Clothing Model-0298,Fashion,Men Clothing,Lenovo,38693.37,64159.18,Supplier-029,2020-01-08,Active
299,Dell Refrigerators Model-0299,Home Appliances,Refrigerators,Dell,29616.99,40394.77,Supplier-031,2021-08-09,Active
300,Dell Beverages Model-0300,Grocery,Beverages,Dell,33162.83,42478.25,Supplier-017,2021-11-29,Discontinued
301,Whirlpool Accessories Model-0301,Electronics,Accessories,Whirlpool,1553.84,2101.97,Supplier-040,2021-01-09,Discontinued
302,Samsung Packaged Food Model-0302,Grocery,Packaged Food,Samsung,8142.86,12582.3,Supplier-044,2025-05-09,Active
303,Apple Cricket Model-0303,Sports,Cricket,Apple,22234.0,30281.73,Supplier-028,2022-07-27,Active
304,Sony Accessories Model-0304,Electronics,Accessories,Sony,39199.5,55996.86,Supplier-020,2025-02-21,Active
305,Whirlpool Washing Machines Model-0305,Home Appliances,Washing Machines,Whirlpool,22712.24,26940.99,Supplier-045,2021-10-29,Active
306,Samsung Haircare Model-0306,Beauty,Haircare,Samsung,36662.9,43852.88,Supplier-015,2024-02-16,Active
307,Dell Kitchen Appliances Model-0307,Home Appliances,Kitchen Appliances,Dell,32957.4,59012.04,Supplier-040,2023-09-17,Active
308,Dell Football Model-0308,Sports,Football,Dell,9183.15,11798.26,Supplier-010,2022-12-19,Active
309,LG Accessories Model-0309,Fashion,Accessories,LG,11724.96,19179.39,Supplier-039,2020-09-16,Active
310,Apple Packaged Food Model-0310,Grocery,Packaged Food,Apple,46551.92,56308.84,Supplier-011,2021-09-30,Active
311,LG Skincare Model-0311,Beauty,Skincare,LG,18312.31,27646.1,Supplier-036,2023-03-07,Active
312,Whirlpool Footwear Model-0312,Fashion,Footwear,Whirlpool,14315.74,17328.1,Supplier-003,2023-08-09,Active
313,Prestige Household Essentials Model-0313,Grocery,Household Essentials,Prestige,8971.7,14796.08,Supplier-037,2021-03-29,Active
314,Boat Household Essentials Model-0314,Grocery,Household Essentials,Boat,11991.95,18663.84,Supplier-044,2022-08-23,Active
315,Lenovo Football Model-0315,Sports,Football,Lenovo,10853.8,13505.06,Supplier-001,2020-10-31,Active
316,Adidas Packaged Food Model-0316,Grocery,Packaged Food,Adidas,43777.39,62772.3,Supplier-028,2022-02-12,Active
317,Puma Men Clothing Model-0317,Fashion,Men Clothing,Puma,42697.76,50741.29,Supplier-023,2024-09-29,Active
318,Apple Makeup Model-0318,Beauty,Makeup,Apple,27919.46,38068.36,Supplier-032,2023-03-03,Active
319,Dell Laptops Model-0319,Electronics,Laptops,Dell,913.66,1269.69,Supplier-016,2025-10-16,Active
320,LG Fitness Equipment Model-0320,Sports,Fitness Equipment,LG,19360.38,28226.5,Supplier-008,2025-02-12,Active
321,Prestige Packaged Food Model-0321,Grocery,Packaged Food,Prestige,48150.87,64212.74,Supplier-049,2020-09-30,Active
322,Adidas Household Essentials Model-0322,Grocery,Household Essentials,Adidas,27355.13,33585.16,Supplier-033,2025-10-07,Active
323,Boat Skincare Model-0323,Beauty,Skincare,Boat,7928.73,10234.87,Supplier-027,2020-08-25,Active
324,NEXUS Men Clothing Model-0324,Fashion,Men Clothing,NEXUS,38151.48,65084.11,Supplier-036,2021-12-07,Active
325,Whirlpool Skincare Model-0325,Beauty,Skincare,Whirlpool,11856.63,13778.84,Supplier-006,2023-01-07,Active
326,Boat Outdoor Model-0326,Sports,Outdoor,Boat,12974.21,14408.72,Supplier-002,2025-05-06,Active
327,NEXUS Footwear Model-0327,Fashion,Footwear,NEXUS,40112.18,63558.11,Supplier-043,2020-10-21,Active
328,Sony Cricket Model-0328,Sports,Cricket,Sony,40010.81,71127.26,Supplier-007,2021-02-01,Active
329,LG Footwear Model-0329,Fashion,Footwear,LG,41741.19,53518.66,Supplier-002,2021-07-17,Active
330,NEXUS Beverages Model-0330,Grocery,Beverages,NEXUS,5766.02,8572.48,Supplier-008,2022-07-27,Active
331,HP Beverages Model-0331,Grocery,Beverages,HP,17602.41,20733.41,Supplier-050,2024-11-11,Active
332,Adidas Men Clothing Model-0332,Fashion,Men Clothing,Adidas,40210.69,48366.16,Supplier-049,2022-04-20,Active
333,HP Accessories Model-0333,Electronics,Accessories,HP,21188.89,33502.32,Supplier-031,2020-11-03,Active
334,Whirlpool Air Conditioners Model-0334,Home Appliances,Air Conditioners,Whirlpool,47623.02,65167.0,Supplier-030,2020-02-19,Active
335,Puma Snacks Model-0335,Grocery,Snacks,Puma,38155.06,53401.61,Supplier-022,2020-09-02,Active
336,Adidas Men Clothing Model-0336,Fashion,Men Clothing,Adidas,4864.99,7191.8,Supplier-012,2023-02-02,Active
337,Dell Fitness Equipment Model-0337,Sports,Fitness Equipment,Dell,14766.5,19142.05,Supplier-030,2020-03-24,Active
338,Adidas Beverages Model-0338,Grocery,Beverages,Adidas,11333.56,16072.81,Supplier-048,2021-08-22,Active
339,Adidas Skincare Model-0339,Beauty,Skincare,Adidas,45121.79,60951.16,Supplier-010,2023-04-04,Active
340,Sony Smartphones Model-0340,Electronics,Smartphones,Sony,46584.19,53816.18,Supplier-036,2021-03-01,Active
341,HP Outdoor Model-0341,Sports,Outdoor,HP,6748.91,11306.84,Supplier-024,2022-06-16,Active
342,Boat Sportswear Model-0342,Sports,Sportswear,Boat,12069.26,15005.18,Supplier-047,2024-08-06,Active
343,Puma Packaged Food Model-0343,Grocery,Packaged Food,Puma,1442.23,2521.22,Supplier-040,2023-01-04,Active
344,Boat Makeup Model-0344,Beauty,Makeup,Boat,2676.77,4082.01,Supplier-014,2020-11-26,Active
345,Adidas Fragrances Model-0345,Beauty,Fragrances,Adidas,28303.25,34708.25,Supplier-041,2022-09-26,Active
346,Whirlpool Footwear Model-0346,Fashion,Footwear,Whirlpool,40229.22,62507.59,Supplier-039,2022-11-10,Active
347,Dell Smart Watches Model-0347,Electronics,Smart Watches,Dell,34773.19,45770.45,Supplier-030,2025-08-19,Active
348,Lenovo Snacks Model-0348,Grocery,Snacks,Lenovo,40302.1,67157.47,Supplier-015,2020-08-27,Active
349,Prestige Skincare Model-0349,Beauty,Skincare,Prestige,49807.11,65581.32,Supplier-025,2023-09-13,Active
350,Philips Laptops Model-0350,Electronics,Laptops,Philips,21153.83,35700.73,Supplier-005,2025-09-10,Active
351,NEXUS Skincare Model-0351,Beauty,Skincare,NEXUS,25583.1,42200.96,Supplier-035,2021-02-02,Active
352,Philips Air Conditioners Model-0352,Home Appliances,Air Conditioners,Philips,2845.74,3351.05,Supplier-019,2025-02-23,Active
353,Nike Cricket Model-0353,Sports,Cricket,Nike,34928.99,44608.27,Supplier-021,2022-08-01,Active
354,Adidas Sportswear Model-0354,Sports,Sportswear,Adidas,20356.42,24299.68,Supplier-045,2020-09-20,Active
355,Prestige Men Clothing Model-0355,Fashion,Men Clothing,Prestige,4416.52,6615.0,Supplier-024,2021-06-24,Active
356,Samsung Beverages Model-0356,Grocery,Beverages,Samsung,20389.3,27519.26,Supplier-020,2024-11-11,Active
357,NEXUS Smartphones Model-0357,Electronics,Smartphones,NEXUS,26702.53,38950.15,Supplier-048,2025-11-04,Active
358,Nike Fragrances Model-0358,Beauty,Fragrances,Nike,37262.72,43775.04,Supplier-016,2025-02-18,Active
359,LG Washing Machines Model-0359,Home Appliances,Washing Machines,LG,25402.93,33738.98,Supplier-028,2022-02-16,Active
360,Adidas Women Clothing Model-0360,Fashion,Women Clothing,Adidas,14438.31,21527.24,Supplier-047,2020-07-02,Active
361,LG Haircare Model-0361,Beauty,Haircare,LG,23225.64,39557.35,Supplier-046,2020-10-22,Active
362,Sony Snacks Model-0362,Grocery,Snacks,Sony,22432.31,32081.22,Supplier-016,2020-12-28,Active
363,Lenovo Microwaves Model-0363,Home Appliances,Microwaves,Lenovo,40551.2,66819.63,Supplier-043,2023-07-28,Active
364,Sony Beverages Model-0364,Grocery,Beverages,Sony,16576.89,24544.71,Supplier-008,2023-11-22,Active
365,HP Cricket Model-0365,Sports,Cricket,HP,13776.69,21560.8,Supplier-032,2022-12-20,Active
366,LG Fragrances Model-0366,Beauty,Fragrances,LG,11442.92,16256.65,Supplier-040,2025-11-07,Active
367,Philips Smartphones Model-0367,Electronics,Smartphones,Philips,48423.07,58161.69,Supplier-049,2020-07-11,Active
368,Adidas Fitness Equipment Model-0368,Sports,Fitness Equipment,Adidas,33339.26,54568.01,Supplier-024,2023-07-27,Active
369,Apple Football Model-0369,Sports,Football,Apple,2349.36,2821.27,Supplier-015,2024-11-29,Active
370,Boat Fragrances Model-0370,Beauty,Fragrances,Boat,35791.68,42652.44,Supplier-024,2023-01-15,Active
371,Prestige Skincare Model-0371,Beauty,Skincare,Prestige,40953.3,58976.75,Supplier-001,2021-12-21,Active
372,Apple Haircare Model-0372,Beauty,Haircare,Apple,39802.87,67163.33,Supplier-014,2020-04-26,Active
373,Samsung Laptops Model-0373,Electronics,Laptops,Samsung,20212.35,34142.24,Supplier-028,2022-01-06,Active
374,Philips Football Model-0374,Sports,Football,Philips,31568.61,49935.18,Supplier-031,2022-07-26,Active
375,Dell Snacks Model-0375,Grocery,Snacks,Dell,40420.07,49275.82,Supplier-035,2023-08-22,Active
376,Puma Footwear Model-0376,Fashion,Footwear,Puma,41212.1,63521.81,Supplier-041,2024-07-09,Discontinued
377,Prestige Packaged Food Model-0377,Grocery,Packaged Food,Prestige,25367.57,38654.29,Supplier-016,2021-08-19,Active
378,Sony Laptops Model-0378,Electronics,Laptops,Sony,36714.82,64060.45,Supplier-020,2021-06-02,Active
379,Sony Packaged Food Model-0379,Grocery,Packaged Food,Sony,15052.52,23839.94,Supplier-050,2023-11-19,Active
380,Nike Men Clothing Model-0380,Fashion,Men Clothing,Nike,15678.4,19093.97,Supplier-002,2023-06-20,Active
381,Prestige Cricket Model-0381,Sports,Cricket,Prestige,4917.35,8616.27,Supplier-006,2024-10-05,Active
382,Apple Football Model-0382,Sports,Football,Apple,37715.3,63751.27,Supplier-032,2020-08-13,Active
383,Boat Washing Machines Model-0383,Home Appliances,Washing Machines,Boat,29351.09,37571.74,Supplier-029,2022-12-24,Active
384,Lenovo Laptops Model-0384,Electronics,Laptops,Lenovo,45496.24,63602.85,Supplier-044,2024-06-04,Active
385,NEXUS Outdoor Model-0385,Sports,Outdoor,NEXUS,34714.69,51195.51,Supplier-021,2024-09-11,Active
386,Lenovo Laptops Model-0386,Electronics,Laptops,Lenovo,28002.29,42200.89,Supplier-041,2025-08-01,Active
387,Boat Snacks Model-0387,Grocery,Snacks,Boat,40526.15,52394.46,Supplier-004,2025-05-09,Active
388,Lenovo Accessories Model-0388,Electronics,Accessories,Lenovo,22289.33,31725.59,Supplier-010,2024-04-02,Active
389,Prestige Fragrances Model-0389,Beauty,Fragrances,Prestige,22305.17,28890.02,Supplier-021,2025-11-08,Active
390,Samsung Skincare Model-0390,Beauty,Skincare,Samsung,36866.58,58992.99,Supplier-003,2025-12-07,Active
391,Apple Packaged Food Model-0391,Grocery,Packaged Food,Apple,13624.56,15629.89,Supplier-019,2024-05-11,Active
392,Apple Fragrances Model-0392,Beauty,Fragrances,Apple,42204.3,51403.58,Supplier-008,2021-08-08,Active
393,Whirlpool Outdoor Model-0393,Sports,Outdoor,Whirlpool,16074.75,22248.19,Supplier-031,2021-05-17,Active
394,Dell Skincare Model-0394,Beauty,Skincare,Dell,29293.36,42580.81,Supplier-045,2025-04-27,Active
395,Apple Smartphones Model-0395,Electronics,Smartphones,Apple,21907.72,32399.17,Supplier-021,2022-11-29,Active
396,LG Washing Machines Model-0396,Home Appliances,Washing Machines,LG,33328.75,49585.04,Supplier-045,2024-07-29,Active
397,Sony Snacks Model-0397,Grocery,Snacks,Sony,1004.66,1130.09,Supplier-044,2022-09-17,Active
398,Dell Microwaves Model-0398,Home Appliances,Microwaves,Dell,46013.46,68881.06,Supplier-043,2023-09-26,Active
399,Whirlpool Outdoor Model-0399,Sports,Outdoor,Whirlpool,33824.07,37387.51,Supplier-036,2020-11-24,Active
400,LG Fragrances Model-0400,Beauty,Fragrances,LG,45917.35,50615.51,Supplier-028,2024-03-28,Active
401,Puma Smartphones Model-0401,Electronics,Smartphones,Puma,48447.17,84199.98,Supplier-045,2020-09-23,Active
402,Whirlpool Outdoor Model-0402,Sports,Outdoor,Whirlpool,3496.17,4765.35,Supplier-034,2022-04-10,Active
403,Adidas Household Essentials Model-0403,Grocery,Household Essentials,Adidas,9729.56,13616.52,Supplier-025,2021-04-07,Active
404,Philips Smartphones Model-0404,Electronics,Smartphones,Philips,3678.92,5281.85,Supplier-024,2020-08-21,Discontinued
405,Apple Makeup Model-0405,Beauty,Makeup,Apple,35690.98,48873.34,Supplier-005,2021-12-25,Active
406,Apple Women Clothing Model-0406,Fashion,Women Clothing,Apple,33065.51,55516.84,Supplier-025,2021-02-03,Discontinued
407,LG Snacks Model-0407,Grocery,Snacks,LG,15646.04,20801.56,Supplier-046,2021-10-17,Active
408,Sony Accessories Model-0408,Electronics,Accessories,Sony,39541.37,49372.6,Supplier-030,2022-04-27,Active
409,NEXUS Football Model-0409,Sports,Football,NEXUS,39844.36,61954.7,Supplier-033,2024-12-23,Active
410,Boat Cricket Model-0410,Sports,Cricket,Boat,11436.38,18525.02,Supplier-030,2024-02-14,Active
411,Dell Cricket Model-0411,Sports,Cricket,Dell,5232.87,7771.15,Supplier-020,2024-02-24,Active
412,Apple Haircare Model-0412,Beauty,Haircare,Apple,16941.58,30381.43,Supplier-048,2020-01-26,Active
413,HP Makeup Model-0413,Beauty,Makeup,HP,15015.61,17353.98,Supplier-016,2020-04-05,Active
414,Lenovo Packaged Food Model-0414,Grocery,Packaged Food,Lenovo,16035.1,19387.23,Supplier-009,2024-03-13,Active
415,Apple Packaged Food Model-0415,Grocery,Packaged Food,Apple,6350.9,9251.13,Supplier-005,2022-11-27,Active
416,Lenovo Air Conditioners Model-0416,Home Appliances,Air Conditioners,Lenovo,10212.11,13743.31,Supplier-021,2025-12-02,Active
417,Sony Laptops Model-0417,Electronics,Laptops,Sony,36752.81,64295.73,Supplier-014,2020-02-14,Active
418,Samsung Laptops Model-0418,Electronics,Laptops,Samsung,3987.3,6259.15,Supplier-045,2022-09-26,Active
419,Boat Air Conditioners Model-0419,Home Appliances,Air Conditioners,Boat,35877.28,55047.34,Supplier-033,2022-01-08,Active
420,Lenovo Laptops Model-0420,Electronics,Laptops,Lenovo,43456.26,69888.66,Supplier-012,2021-09-13,Active
421,Samsung Smartphones Model-0421,Electronics,Smartphones,Samsung,25876.29,29006.67,Supplier-037,2022-06-03,Active
422,Boat Accessories Model-0422,Electronics,Accessories,Boat,29279.07,36577.78,Supplier-015,2022-04-26,Active
423,Sony Fitness Equipment Model-0423,Sports,Fitness Equipment,Sony,25862.01,40200.35,Supplier-006,2024-09-27,Active
424,NEXUS Laptops Model-0424,Electronics,Laptops,NEXUS,42935.14,71955.06,Supplier-033,2021-09-19,Active
425,Philips Skincare Model-0425,Beauty,Skincare,Philips,6048.35,7653.31,Supplier-049,2023-07-25,Active
426,Puma Outdoor Model-0426,Sports,Outdoor,Puma,9043.91,13381.73,Supplier-024,2025-09-01,Active
427,Philips Headphones Model-0427,Electronics,Headphones,Philips,26280.46,43138.66,Supplier-032,2024-11-19,Active
428,Philips Fragrances Model-0428,Beauty,Fragrances,Philips,24797.27,28170.52,Supplier-018,2023-03-08,Active
429,Prestige Women Clothing Model-0429,Fashion,Women Clothing,Prestige,10061.72,13493.42,Supplier-037,2025-12-09,Active
430,Nike Football Model-0430,Sports,Football,Nike,25762.29,28848.05,Supplier-047,2022-01-30,Active
431,Prestige Skincare Model-0431,Beauty,Skincare,Prestige,7347.21,8289.77,Supplier-032,2024-03-06,Active
432,Prestige Washing Machines Model-0432,Home Appliances,Washing Machines,Prestige,44840.69,57599.21,Supplier-038,2020-05-31,Active
433,Philips Fragrances Model-0433,Beauty,Fragrances,Philips,28870.96,47430.05,Supplier-014,2024-07-03,Active
434,Apple Outdoor Model-0434,Sports,Outdoor,Apple,5477.45,9458.96,Supplier-026,2024-01-02,Active
435,Dell Fragrances Model-0435,Beauty,Fragrances,Dell,26288.13,46351.04,Supplier-018,2020-08-09,Active
436,Prestige Footwear Model-0436,Fashion,Footwear,Prestige,17085.15,22109.04,Supplier-016,2024-09-21,Active
437,Prestige Washing Machines Model-0437,Home Appliances,Washing Machines,Prestige,20888.0,26161.89,Supplier-023,2024-12-27,Active
438,Samsung Fitness Equipment Model-0438,Sports,Fitness Equipment,Samsung,46080.1,62279.76,Supplier-038,2024-03-27,Active
439,Nike Headphones Model-0439,Electronics,Headphones,Nike,33030.81,45327.89,Supplier-034,2023-01-03,Active
440,Lenovo Accessories Model-0440,Electronics,Accessories,Lenovo,30369.34,53089.24,Supplier-023,2025-04-11,Active
441,Puma Skincare Model-0441,Beauty,Skincare,Puma,5906.36,7558.87,Supplier-001,2021-12-21,Active
442,Prestige Microwaves Model-0442,Home Appliances,Microwaves,Prestige,41959.59,63464.4,Supplier-001,2024-03-24,Active
443,Whirlpool Packaged Food Model-0443,Grocery,Packaged Food,Whirlpool,17660.48,21623.99,Supplier-049,2024-01-23,Active
444,Nike Cricket Model-0444,Sports,Cricket,Nike,10802.28,12023.01,Supplier-048,2023-01-16,Active
445,Lenovo Accessories Model-0445,Fashion,Accessories,Lenovo,38143.16,56192.08,Supplier-032,2023-03-10,Active
446,Boat Cricket Model-0446,Sports,Cricket,Boat,20192.52,35674.83,Supplier-028,2022-05-24,Active
447,Dell Snacks Model-0447,Grocery,Snacks,Dell,1911.47,2781.28,Supplier-043,2025-05-05,Active
448,Sony Refrigerators Model-0448,Home Appliances,Refrigerators,Sony,21256.57,37758.23,Supplier-045,2020-05-23,Active
449,Boat Accessories Model-0449,Fashion,Accessories,Boat,40494.68,51653.16,Supplier-013,2023-05-03,Active
450,NEXUS Household Essentials Model-0450,Grocery,Household Essentials,NEXUS,16091.58,21499.43,Supplier-002,2021-03-27,Active
451,Sony Sportswear Model-0451,Sports,Sportswear,Sony,9814.93,17488.8,Supplier-050,2023-04-06,Active
452,Apple Refrigerators Model-0452,Home Appliances,Refrigerators,Apple,23549.34,28114.61,Supplier-044,2025-06-17,Active
453,Lenovo Household Essentials Model-0453,Grocery,Household Essentials,Lenovo,11281.07,16365.34,Supplier-033,2023-12-29,Active
454,Apple Men Clothing Model-0454,Fashion,Men Clothing,Apple,7348.85,12684.45,Supplier-044,2020-07-18,Active
455,Whirlpool Outdoor Model-0455,Sports,Outdoor,Whirlpool,16061.19,27450.46,Supplier-025,2022-04-30,Active
456,NEXUS Refrigerators Model-0456,Home Appliances,Refrigerators,NEXUS,22302.41,39470.43,Supplier-034,2023-10-10,Active
457,Puma Packaged Food Model-0457,Grocery,Packaged Food,Puma,7137.64,8011.23,Supplier-019,2021-07-04,Active
458,Samsung Fitness Equipment Model-0458,Sports,Fitness Equipment,Samsung,25971.93,35705.95,Supplier-033,2021-12-09,Active
459,Lenovo Haircare Model-0459,Beauty,Haircare,Lenovo,15240.31,17613.31,Supplier-033,2021-01-11,Active
460,Lenovo Fragrances Model-0460,Beauty,Fragrances,Lenovo,12880.8,19125.51,Supplier-005,2025-08-22,Active
461,Samsung Air Conditioners Model-0461,Home Appliances,Air Conditioners,Samsung,32371.83,57237.0,Supplier-048,2021-02-26,Active
462,Nike Accessories Model-0462,Electronics,Accessories,Nike,26333.09,42608.45,Supplier-036,2021-07-28,Active
463,Nike Sportswear Model-0463,Sports,Sportswear,Nike,10575.26,16046.16,Supplier-028,2022-08-12,Active
464,Philips Fitness Equipment Model-0464,Sports,Fitness Equipment,Philips,39913.03,66431.66,Supplier-026,2022-03-17,Active
465,Sony Accessories Model-0465,Fashion,Accessories,Sony,41906.76,54474.14,Supplier-030,2021-03-30,Active
466,LG Football Model-0466,Sports,Football,LG,22470.2,39504.07,Supplier-048,2025-02-07,Active
467,Prestige Refrigerators Model-0467,Home Appliances,Refrigerators,Prestige,34433.31,57617.62,Supplier-035,2020-04-15,Active
468,Sony Washing Machines Model-0468,Home Appliances,Washing Machines,Sony,21255.49,31010.39,Supplier-044,2021-08-16,Active
469,Nike Footwear Model-0469,Fashion,Footwear,Nike,46864.92,76586.89,Supplier-015,2024-12-02,Active
470,Boat Outdoor Model-0470,Sports,Outdoor,Boat,22658.99,36050.61,Supplier-002,2023-01-15,Active
